c1,c2,c3,c4
350825104221,梅村头村,5,350825104000
350825105000,新泉镇,4,350825000000
350825105201,良福村,5,350825105000
350825105202,良盟村,5,350825105000
350825105203,清安村,5,350825105000
350825105204,畲部村,5,350825105000
350825105205,儒畲村,5,350825105000
350825105206,儒陂村,5,350825105000
350825105207,莲华村,5,350825105000
350825105208,联溪村,5,350825105000
350825105209,良坑村,5,350825105000
350825105210,乐江村,5,350825105000
350825105211,乐联村,5,350825105000
350825105212,新泉村,5,350825105000
350825105213,西村,5,350825105000
350825105214,北村,5,350825105000
350825105215,官庄村,5,350825105000
350825105216,新罗村,5,350825105000
350825105217,温坊村,5,350825105000
350825105218,洋梅村,5,350825105000
350825105219,林国村,5,350825105000
350825106000,庙前镇,4,350825000000
350825106201,庙前村,5,350825106000
350825106202,庙上村,5,350825106000
350825106203,吕坊村,5,350825106000
350825106204,水北村,5,350825106000
350825106205,江畲村,5,350825106000
350825106206,蓝桥村,5,350825106000
350825106207,岩背村,5,350825106000
350825106208,珠地村,5,350825106000
350825106209,坪头村,5,350825106000
350825106210,芷联村,5,350825106000
350825106211,芷溪村,5,350825106000
350825106212,芷红村,5,350825106000
350825106213,芷星村,5,350825106000
350825106214,芷民村,5,350825106000
350825106215,丰图村,5,350825106000
350825107000,文亨镇,4,350825000000
350825107201,文陂村,5,350825107000
350825107202,班竹村,5,350825107000
350825107203,文保村,5,350825107000
350825107204,福地村,5,350825107000
350825107205,亨明村,5,350825107000
350825107206,田心村,5,350825107000
350825107207,黄屋村,5,350825107000
350825107208,文岗村,5,350825107000
350825107209,文楼村,5,350825107000
350825107210,龙岗村,5,350825107000
350825107211,竹岗村,5,350825107000
350825107212,炉坪村,5,350825107000
350825107213,南坑村,5,350825107000
350825107214,富塘村,5,350825107000
350825107215,湖峰村,5,350825107000
350825107216,田头村,5,350825107000
350825107217,南阳村,5,350825107000
350825107218,蒋坊村,5,350825107000
350825107219,鲤江村,5,350825107000
350825107220,李屋村,5,350825107000
350825107221,福坑村,5,350825107000
350825107222,大地村,5,350825107000
350825108000,四堡镇,4,350825000000
350825108201,黄坑村,5,350825108000
350825108202,上枧村,5,350825108000
350825108203,双泉村,5,350825108000
350825108204,雾阁村,5,350825108000
350825108205,田茶村,5,350825108000
350825108206,团结村,5,350825108000
350825108207,四桥村,5,350825108000
350825108208,中南村,5,350825108000
350825108209,腊坑村,5,350825108000
350825109000,林坊镇,4,350825000000
350825109201,岗尾村,5,350825109000
350825109202,大梨村,5,350825109000
350825109203,林联村,5,350825109000
350825109204,林塘村,5,350825109000
350825109205,林坵村,5,350825109000
350825109206,塘坵村,5,350825109000
350825109207,陂桥村,5,350825109000
350825109208,庐屋村,5,350825109000
350825109209,上磜村,5,350825109000
350825109210,五磜村,5,350825109000
350825109211,横坑村,5,350825109000
350825109212,张坊村,5,350825109000
350825109213,李丰村,5,350825109000
350825109214,魏坊村,5,350825109000
350825109215,有福村,5,350825109000
350825200000,揭乐乡,4,350825000000
350825200201,揭乐村,5,350825200000
350825200202,吕屋村,5,350825200000
350825200203,罗坊塅村,5,350825200000
350825200204,官峰村,5,350825200000
350825200205,黄坊村,5,350825200000
350825200206,石达砾村,5,350825200000
350825200207,小朱地村,5,350825200000
350825200208,魏磜村,5,350825200000
350825200209,布地村,5,350825200000
350825201000,塘前乡,4,350825000000
350825201201,塘前村,5,350825201000
350825201202,上琴村,5,350825201000
350825201203,水源村,5,350825201000
350825201204,迪坑村,5,350825201000
350825201205,罗地村,5,350825201000
350825201206,张地村,5,350825201000
350825202000,隔川乡,4,350825000000
350825202201,联益村,5,350825202000
350825202202,隔川村,5,350825202000
350825202203,朱余村,5,350825202000
350825202204,井坑村,5,350825202000
350825202205,竹叶山村,5,350825202000
350825202206,新营村,5,350825202000
350825202207,隔田村,5,350825202000
350825202208,松洋村,5,350825202000
350825204000,罗坊乡,4,350825000000
350825204201,邱赖村,5,350825204000
350825204202,下罗村,5,350825204000
350825204203,上罗村,5,350825204000
350825204204,岗头村,5,350825204000
350825204205,萧坑村,5,350825204000
350825204206,文敷村,5,350825204000
350825204207,富地村,5,350825204000
350825204208,坪上村,5,350825204000
350825204209,长坑村,5,350825204000
350825208000,曲溪乡,4,350825000000
350825208201,曲溪村,5,350825208000
350825208202,黄胜村,5,350825208000
350825208203,蒲溪村,5,350825208000
350825208204,木陂村,5,350825208000
350825208205,大东溪村,5,350825208000
350825208206,冯地村,5,350825208000
350825208207,罗胜村,5,350825208000
350825208208,白石村,5,350825208000
350825208209,军山村,5,350825208000
350825209000,赖源乡,4,350825000000
350825209201,下村,5,350825209000
350825209202,上村,5,350825209000
350825209203,黄宗村,5,350825209000
350825209204,黄地村,5,350825209000
350825209205,郭地村,5,350825209000
350825209206,牛家村,5,350825209000
350825209207,河祠村,5,350825209000
350825209208,科明村民委员会,5,350825209000
350825210000,宣和乡,4,350825000000
350825210201,新曹村,5,350825210000
350825210202,中曹村,5,350825210000
350825210203,上曹村,5,350825210000
350825210204,下曹村,5,350825210000
350825210205,城溪村,5,350825210000
350825210206,科南村,5,350825210000
350825210207,洋贝村,5,350825210000
350825210208,黄沙村,5,350825210000
350825210209,中田村,5,350825210000
350825210210,升星村,5,350825210000
350825210211,培田村,5,350825210000
350825210212,紫林村,5,350825210000
350825210213,前进村,5,350825210000
350881000000,漳平市,3,350800000000
350881001000,菁城街道,4,350881000000
350881001001,菁东社区,5,350881001000
350881001002,菁西社区,5,350881001000
350881001003,富山社区,5,350881001000
350881001004,顶郊社区,5,350881001000
350881001005,福满社区,5,350881001000
350881001006,北郊社区,5,350881001000
350881001007,铁路社区,5,350881001000
350881002000,桂林街道,4,350881000000
350881002001,上桂林社区,5,350881002000
350881002002,下桂林社区,5,350881002000
350881002003,高明社区,5,350881002000
350881002004,厚福社区,5,350881002000
350881002005,南美社区,5,350881002000
350881002006,上江社区,5,350881002000
350881002007,城南社区,5,350881002000
350881002201,黄祠村,5,350881002000
350881002202,瑞都村,5,350881002000
350881002203,山羊隔村,5,350881002000
350881002204,石坂坑村,5,350881002000
350881100000,新桥镇,4,350881000000
350881100201,新桥村,5,350881100000
350881100202,易坑村,5,350881100000
350881100203,西埔村,5,350881100000
350881100204,产坑村,5,350881100000
350881100205,南丰村,5,350881100000
350881100206,秀溪村,5,350881100000
350881100207,城口村,5,350881100000
350881100208,珍坂村,5,350881100000
350881100209,义宅村,5,350881100000
350881100210,双溪村,5,350881100000
350881100211,武陵坑村,5,350881100000
350881100212,钱坂村,5,350881100000
350881100213,城门村,5,350881100000
350881100214,高美村,5,350881100000
350881100215,产盂村,5,350881100000
350881100216,陈坑村,5,350881100000
350881100217,坂尾村,5,350881100000
350881100218,石码村,5,350881100000
350881100219,秀岐头村,5,350881100000
350881100220,云墩村,5,350881100000
350881100221,仓坂村,5,350881100000
350881100222,白泉村,5,350881100000
350881100223,逢湖村,5,350881100000
350881101000,双洋镇,4,350881000000
350881101201,城内村,5,350881101000
350881101202,城外村,5,350881101000
350881101203,西洋村,5,350881101000
350881101204,东洋村,5,350881101000
350881101205,员当村,5,350881101000
350881101206,徐溪村,5,350881101000
350881101207,坑源村,5,350881101000
350881101208,温坑村,5,350881101000
350881101209,百种畬村,5,350881101000
350881101210,溪口村,5,350881101000
350881101211,大窑村,5,350881101000
350881101212,中村,5,350881101000
350881102000,永福镇,4,350881000000
350881102201,福里村,5,350881102000
350881102202,李庄村,5,350881102000
350881102203,西山村,5,350881102000
350881102204,清源村,5,350881102000
350881102205,吕坊村,5,350881102000
350881102206,后盂村,5,350881102000
350881102207,新坑村,5,350881102000
350881102208,龙车村,5,350881102000
350881102209,石洪村,5,350881102000
350881102210,洪坑村,5,350881102000
350881102211,大坂村,5,350881102000
350881102212,秋苑村,5,350881102000
350881102213,兰田村,5,350881102000
350881102214,紫阳村,5,350881102000
350881102215,封侯村,5,350881102000
350881102216,文星村,5,350881102000
350881102217,同春村,5,350881102000
350881102218,桂洋村,5,350881102000
350881102219,箭竹村,5,350881102000
350881102220,佳山村,5,350881102000
350881102221,和丰村,5,350881102000
350881102222,颍水村,5,350881102000
350881102223,陈村,5,350881102000
350881102224,元沙村,5,350881102000
350881102225,岭下村,5,350881102000
350881102226,适榕村,5,350881102000
350881102227,古溪村,5,350881102000
350881103000,溪南镇,4,350881000000
350881103201,溪南村,5,350881103000
350881103202,下河村,5,350881103000
350881103203,下林村,5,350881103000
350881103204,久鸣村,5,350881103000
350881103205,东湖村,5,350881103000
350881103206,大山村,5,350881103000
350881103207,朗车村,5,350881103000
350881103208,官坑村,5,350881103000
350881103209,长荣村,5,350881103000
350881103210,南柄村,5,350881103000
350881103211,上坂村,5,350881103000
350881103212,金菊村,5,350881103000
350881103213,吾老村,5,350881103000
350881103214,前坪村,5,350881103000
350881103215,小潭村,5,350881103000
350881103216,官林盂村,5,350881103000
350881103500,宝山林果场生活区,5,350881103000
350881104000,和平镇,4,350881000000
350881104201,和平村,5,350881104000
350881104202,和春村,5,350881104000
350881104203,春尾村,5,350881104000
350881104204,下墘村,5,350881104000
350881104205,安靖村,5,350881104000
350881104206,东坑村,5,350881104000
350881104207,菁坑村,5,350881104000
350881105000,拱桥镇,4,350881000000
350881105201,上界村,5,350881105000
350881105202,罗山村,5,350881105000
350881105203,下界村,5,350881105000
350881105204,拱桥村,5,350881105000
350881105205,岩高村,5,350881105000
350881105206,高山村,5,350881105000
350881105207,隔顶村,5,350881105000
350881105208,梧地村,5,350881105000
350881106000,象湖镇,4,350881000000
350881106201,象湖村,5,350881106000
350881106202,长塔村,5,350881106000
350881106203,龙门村,5,350881106000
350881106204,科山村,5,350881106000
350881106205,宽田村,5,350881106000
350881106206,下地村,5,350881106000
350881106207,禄前村,5,350881106000
350881106208,半华村,5,350881106000
350881106209,土坑村,5,350881106000
350881106210,灶头村,5,350881106000
350881106211,上德安村,5,350881106000
350881106212,杨美村,5,350881106000
350881106213,下德安村,5,350881106000
350881107000,赤水镇,4,350881000000
350881107201,赤水村,5,350881107000
350881107202,田头村,5,350881107000
350881107203,香寮村,5,350881107000
350881107204,岭兜村,5,350881107000
350881107205,大坑村,5,350881107000
350881107206,安坑村,5,350881107000
350881107207,罗坑村,5,350881107000
350881107208,黄山村,5,350881107000
350881107209,石寮村,5,350881107000
350881108000,西园镇,4,350881000000
350881108201,卓宅村,5,350881108000
350881108202,遂林村,5,350881108000
350881108203,进庄村,5,350881108000
350881108204,基泰村,5,350881108000
350881108205,钟秀村,5,350881108000
350881108206,可人头村,5,350881108000
350881108207,西园村,5,350881108000
350881108208,丁坂村,5,350881108000
350881108209,前洋坪村,5,350881108000
350881109000,南洋镇,4,350881000000
350881109201,北寮村,5,350881109000
350881109202,梧溪村,5,350881109000
350881109203,红林村,5,350881109000
350881109204,营仑村,5,350881109000
350881109205,永兴村,5,350881109000
350881109206,南洋村,5,350881109000
350881109207,党口村,5,350881109000
350881109208,利田村,5,350881109000
350881109209,暖洲村,5,350881109000
350881110000,芦芝镇,4,350881000000
350881110003,东郊社区,5,350881110000
350881110201,华寮村,5,350881110000
350881110202,月山村,5,350881110000
350881110203,圆潭村,5,350881110000
350881110204,涵梅村,5,350881110000
350881110205,芦芝村,5,350881110000
350881110206,东坑口村,5,350881110000
350881110207,大深村,5,350881110000
350881203000,官田乡,4,350881000000
350881203201,豪山村,5,350881203000
350881203202,梅营村,5,350881203000
350881203203,梧村,5,350881203000
350881203204,下浙村,5,350881203000
350881203205,黄坪村,5,350881203000
350881203206,坪山村,5,350881203000
350881203207,官东村,5,350881203000
350881203208,山贝村,5,350881203000
350881203209,石门村,5,350881203000
350881203210,官西村,5,350881203000
350881203211,和坑村,5,350881203000
350881203212,桂东村,5,350881203000
350881204000,吾祠乡,4,350881000000
350881204201,吾祠村,5,350881204000
350881204202,留地洋村,5,350881204000
350881204203,彭溪村,5,350881204000
350881204204,内林村,5,350881204000
350881204205,彭炉村,5,350881204000
350881204206,陈地村,5,350881204000
350881204207,厚德村,5,350881204000
350881204208,北坑场村,5,350881204000
350881204209,凤山村,5,350881204000
350881205000,灵地乡,4,350881000000
350881205201,灵地村,5,350881205000
350881205202,留春村,5,350881205000
350881205203,游山头村,5,350881205000
350881205204,谢畲村,5,350881205000
350881205205,谢地村,5,350881205000
350881205206,文山村,5,350881205000
350881205207,易坪村,5,350881205000
350881205208,长垵村,5,350881205000
350881205209,京口村,5,350881205000
350881205210,西坑村,5,350881205000
350881205211,赤坂场村,5,350881205000
350900000000,宁德市,2,350000000000
350901000000,市辖区,3,350900000000
350902000000,蕉城区,3,350900000000
350902001000,蕉南街道,4,350902000000
350902001001,海滨社区,5,350902001000
350902001003,鹏程社区,5,350902001000
350902001004,南际花园社区,5,350902001000
350902001005,东湖社区,5,350902001000
350902001006,荷园社区,5,350902001000
350902001007,芦坪社区,5,350902001000
350902001008,中南,5,350902001000
350902001009,桥头下,5,350902001000
350902001010,小场,5,350902001000
350902001011,下宅园社区,5,350902001000
350902001012,福山社区,5,350902001000
350902001013,郦景社区,5,350902001000
350902001014,万达社区,5,350902001000
350902002000,蕉北街道,4,350902000000
350902002001,鹤峰社区,5,350902002000
350902002002,培英社区,5,350902002000
350902002003,三元社区,5,350902002000
350902002004,崇文社区,5,350902002000
350902002005,继光社区,5,350902002000
350902002006,碧山社区,5,350902002000
350902002007,单石碑社区,5,350902002000
350902002008,灵秀社区,5,350902002000
350902100000,城南镇,4,350902000000
350902100001,莲峰社区,5,350902100000
350902100002,华建社区,5,350902100000
350902100003,立业社区,5,350902100000
350902100201,福洋村,5,350902100000
350902100202,古溪村,5,350902100000
350902100203,贵岐村,5,350902100000
350902100204,后山村,5,350902100000
350902100205,金蛇头村,5,350902100000
350902100206,岭头村,5,350902100000
350902100207,坪塔村,5,350902100000
350902100208,塔山村,5,350902100000
350902100209,田中村,5,350902100000
350902100210,叶厝村,5,350902100000
350902100211,岐头村,5,350902100000
350902100212,蚶岐村,5,350902100000
350902101000,漳湾镇,4,350902000000
350902101001,漳江,5,350902101000
350902101002,金马社区,5,350902101000
350902101201,贝头村,5,350902101000
350902101202,仓西村,5,350902101000
350902101203,拱屿村,5,350902101000
350902101204,官沪村,5,350902101000
350902101205,官井村,5,350902101000
350902101206,海英村,5,350902101000
350902101207,横屿村,5,350902101000
350902101208,后湾村,5,350902101000
350902101209,兰田村,5,350902101000
350902101210,雷东村,5,350902101000
350902101211,马山村,5,350902101000
350902101212,门下村,5,350902101000
350902101213,南埕村,5,350902101000
350902101214,鸟屿村,5,350902101000
350902101215,上塘村,5,350902101000
350902101216,汤湾村,5,350902101000
350902101217,王坑村,5,350902101000
350902101218,溪口村,5,350902101000
350902101219,下凡村,5,350902101000
350902101220,下塘村,5,350902101000
350902101221,又加塘村,5,350902101000
350902101222,增坂村,5,350902101000
350902101223,漳湾村,5,350902101000
350902101224,郑岐村,5,350902101000
350902101225,鳌江村,5,350902101000
350902102000,七都镇,4,350902000000
350902102001,浦源,5,350902102000
350902102201,北山村,5,350902102000
350902102202,贝河村,5,350902102000
350902102203,大厅村,5,350902102000
350902102204,淡坪村,5,350902102000
350902102205,东岐村,5,350902102000
350902102206,官亭村,5,350902102000
350902102207,河乾村,5,350902102000
350902102208,黄连坑村,5,350902102000
350902102209,黄厝村,5,350902102000
350902102210,际头村,5,350902102000
350902102211,六都村,5,350902102000
350902102212,马坂村,5,350902102000
350902102213,牛埕村,5,350902102000
350902102214,三乐村,5,350902102000
350902102215,三屿村,5,350902102000
350902102216,外洋村,5,350902102000
350902102217,西林村,5,350902102000
350902102218,西陂村,5,350902102000
350902102219,小溪村,5,350902102000
350902103000,八都镇,4,350902000000
350902103001,居安,5,350902103000
350902103201,八都村,5,350902103000
350902103202,半山村,5,350902103000
350902103203,大坪村,5,350902103000
350902103204,福口村,5,350902103000
350902103205,海星村,5,350902103000
350902103206,韩丹村,5,350902103000
350902103207,红门里村,5,350902103000
350902103208,猴盾村,5,350902103000
350902103209,际山村,5,350902103000
350902103210,金垂村,5,350902103000
350902103211,林洋头村,5,350902103000
350902103212,闽坑村,5,350902103000
350902103213,南岗村,5,350902103000
350902103214,仁厚村,5,350902103000
350902103215,水际村,5,350902103000
350902103216,吴山村,5,350902103000
350902103217,溪池村,5,350902103000
350902103218,下汐村,5,350902103000
350902103219,下坂村,5,350902103000
350902103220,新楼村,5,350902103000
350902103221,洋头村,5,350902103000
350902103222,屿头村,5,350902103000
350902103223,云淡村,5,350902103000
350902103224,岙村,5,350902103000
350902103225,新峰村,5,350902103000
350902104000,九都镇,4,350902000000
350902104201,柴坑村,5,350902104000
350902104202,扶摇村,5,350902104000
350902104203,贵村,5,350902104000
350902104204,华镜村,5,350902104000
350902104205,九都村,5,350902104000
350902104206,九仙村,5,350902104000
350902104207,坑尾村,5,350902104000
350902104208,赖岭村,5,350902104000
350902104209,石墩村,5,350902104000
350902104210,乌坑村,5,350902104000
350902104211,溪边村,5,350902104000
350902104212,洋岸坂村,5,350902104000
350902104213,云气村,5,350902104000
350902105000,霍童镇,4,350902000000
350902105001,洞天,5,350902105000
350902105201,八斗村,5,350902105000
350902105202,柏步村,5,350902105000
350902105203,大石村,5,350902105000
350902105204,东岭村,5,350902105000
350902105205,凤桥村,5,350902105000
350902105206,后洋村,5,350902105000
350902105207,湖头村,5,350902105000
350902105208,霍童村,5,350902105000
350902105209,坑头村,5,350902105000
350902105210,后山村,5,350902105000
350902105211,梅溪村,5,350902105000
350902105212,上洋村,5,350902105000
350902105213,胜门村,5,350902105000
350902105214,石桥村,5,350902105000
350902105215,桃花溪村,5,350902105000
350902105216,外表村,5,350902105000
350902105217,文湖村,5,350902105000
350902105218,吴松村,5,350902105000
350902105219,溪南村,5,350902105000
350902105220,小石村,5,350902105000
350902105221,兴贤村,5,350902105000
350902105222,邑坂村,5,350902105000
350902105223,郑厝村,5,350902105000
350902105224,枇杷洞村,5,350902105000
350902105225,霍溪村,5,350902105000
350902106000,赤溪镇,4,350902000000
350902106001,江滨,5,350902106000
350902106201,班竹村,5,350902106000
350902106202,赤溪村,5,350902106000
350902106203,大坛村,5,350902106000
350902106204,东边村,5,350902106000
350902106205,东牛村,5,350902106000
350902106206,墩头村,5,350902106000
350902106207,官岭村,5,350902106000
350902106208,黄田村,5,350902106000
350902106209,留洋村,5,350902106000
350902106210,炉田村,5,350902106000
350902106211,牛洞村,5,350902106000
350902106212,芹格村,5,350902106000
350902106213,社洋村,5,350902106000
350902106214,松柴岭村,5,350902106000
350902106215,桃源村,5,350902106000
350902106216,西坑村,5,350902106000
350902106217,溪园村,5,350902106000
350902106218,夏村,5,350902106000
350902106219,小坛村,5,350902106000
350902106220,宣洋村,5,350902106000
350902106221,岩坪村,5,350902106000
350902106222,洋林村,5,350902106000
350902106223,阳谷村,5,350902106000
350902106224,由知村,5,350902106000
350902106225,院前村,5,350902106000
350902106226,禅地村,5,350902106000
350902107000,洋中镇,4,350902000000
350902107201,坎下村,5,350902107000
350902107202,宝岩村,5,350902107000
350902107203,北洋村,5,350902107000
350902107204,藤村,5,350902107000
350902107205,陈洞村,5,350902107000
350902107206,陈洋村,5,350902107000
350902107207,东山村,5,350902107000
350902107208,方家山村,5,350902107000
350902107209,凤田村,5,350902107000
350902107210,际头洋村,5,350902107000
350902107211,井坪村,5,350902107000
350902107212,九道村,5,350902107000
350902107213,利洋村,5,350902107000
350902107214,林坂村,5,350902107000
350902107215,莲下村,5,350902107000
350902107216,留田村,5,350902107000
350902107217,嵋屿村,5,350902107000
350902107218,南坪村,5,350902107000
350902107219,前路村,5,350902107000
350902107220,芹屿村,5,350902107000
350902107221,清潭村,5,350902107000
350902107222,山阜村,5,350902107000
350902107223,上坎村,5,350902107000
350902107224,天湖村,5,350902107000
350902107225,田地村,5,350902107000
350902107226,梧洋村,5,350902107000
350902107227,溪富村,5,350902107000
350902107228,溪源村,5,350902107000
350902107229,洋中村,5,350902107000
350902107230,邑保村,5,350902107000
350902107231,章后村,5,350902107000
350902107232,钟洋村,5,350902107000
350902107233,莒溪村,5,350902107000
350902107234,溪旁村,5,350902107000
350902108000,飞鸾镇,4,350902000000
350902108001,新瓷,5,350902108000
350902108002,鸾港,5,350902108000
350902108201,陈家洋村,5,350902108000
350902108202,飞鸾村,5,350902108000
350902108203,连顺村,5,350902108000
350902108204,梅田村,5,350902108000
350902108205,南门坞村,5,350902108000
350902108206,南山村,5,350902108000
350902108207,蒲岭村,5,350902108000
350902108208,骑龙岗村,5,350902108000
350902108209,上村,5,350902108000
350902108210,沈洋村,5,350902108000
350902108211,亭里村,5,350902108000
350902108212,碗窑村,5,350902108000
350902108213,澳里村,5,350902108000
350902108214,澳坪村,5,350902108000
350902108215,梧埕村,5,350902108000
350902108216,下村,5,350902108000
350902108217,向阳里村,5,350902108000
350902108218,新岩村,5,350902108000
350902108219,岚口村,5,350902108000
350902109000,三都镇,4,350902000000
350902109001,都澳,5,350902109000
350902109002,海上社区,5,350902109000
350902109201,白匏村,5,350902109000
350902109202,城澳里村,5,350902109000
350902109203,城澳街村,5,350902109000
350902109204,大湾村,5,350902109000
350902109205,斗帽村,5,350902109000
350902109206,松岐村,5,350902109000
350902109207,港口村,5,350902109000
350902109208,寒垅村,5,350902109000
350902109209,黄湾村,5,350902109000
350902109210,鸡公山村,5,350902109000
350902109211,礁头村,5,350902109000
350902109212,礁溪村,5,350902109000
350902109213,介溪村,5,350902109000
350902109214,孟澳村,5,350902109000
350902109215,南澳村,5,350902109000
350902109216,坪岗村,5,350902109000
350902109217,七星村,5,350902109000
350902109218,青澳村,5,350902109000
350902109219,秋竹村,5,350902109000
350902109220,三坪村,5,350902109000
350902109221,外渔潭村,5,350902109000
350902109222,西湖村,5,350902109000
350902109223,虾荡尾村,5,350902109000
350902109224,仙竹村,5,350902109000
350902109225,象溪村,5,350902109000
350902109226,新塘村,5,350902109000
350902109227,渔潭村,5,350902109000
350902110000,虎贝镇,4,350902000000
350902110201,岔路村,5,350902110000
350902110202,东源村,5,350902110000
350902110203,浮山村,5,350902110000
350902110204,黄柏村,5,350902110000
350902110205,黄家村,5,350902110000
350902110206,旧厝村,5,350902110000
350902110207,梅鹤村,5,350902110000
350902110208,南岭村,5,350902110000
350902110209,七淀村,5,350902110000
350902110210,上堡村,5,350902110000
350902110211,文峰村,5,350902110000
350902110212,下楼村,5,350902110000
350902110213,下洋村,5,350902110000
350902110214,新亭村,5,350902110000
350902110215,新厝村,5,350902110000
350902110216,岩柄村,5,350902110000
350902110217,中洋里村,5,350902110000
350902110218,甲地村,5,350902110000
350902200000,金涵畲族乡,4,350902000000
350902200001,金溪社区,5,350902200000
350902200201,浮坪村,5,350902200000
350902200202,高乾村,5,350902200000
350902200203,菰洋村,5,350902200000
350902200204,后溪村,5,350902200000
350902200205,金峰村,5,350902200000
350902200206,金涵村,5,350902200000
350902200207,井上村,5,350902200000
350902200208,里占村,5,350902200000
350902200209,濂坑村,5,350902200000
350902200210,琼堂村,5,350902200000
350902200211,上茶洋村,5,350902200000
350902200212,上金贝村,5,350902200000
350902200213,上兰村,5,350902200000
350902200214,亭坪村,5,350902200000
350902200215,院后村,5,350902200000
350902200216,中前村,5,350902200000
350902201000,洪口乡,4,350902000000
350902201201,朝阳村,5,350902201000
350902201202,大道头村,5,350902201000
350902201203,洪口村,5,350902201000
350902201204,花兰村,5,350902201000
350902201205,吉垅村,5,350902201000
350902201206,库山村,5,350902201000
350902201207,莒洲上村,5,350902201000
350902201208,金山村,5,350902201000
350902201209,吴峰村,5,350902201000
350902201210,莒洲下村,5,350902201000
350902201211,洪州村,5,350902201000
350902201212,瀛洲村民委员会,5,350902201000
350902202000,石后乡,4,350902000000
350902202201,陈坂村,5,350902202000
350902202202,大岭村,5,350902202000
350902202203,当洋村,5,350902202000
350902202204,定洋村,5,350902202000
350902202205,光荣村,5,350902202000
350902202206,林下洋村,5,350902202000
350902202207,大墓前村,5,350902202000
350902202208,芹后村,5,350902202000
350902202209,三望村,5,350902202000
350902202210,上竹洋村,5,350902202000
350902202211,石厝村,5,350902202000
350902202212,下竹洋村,5,350902202000
350902202213,小际村,5,350902202000
350902202214,小岭村,5,350902202000
350902500000,东侨开发区,4,350902000000
350902500001,侨兴社区,5,350902500000
350902500002,兰亭社区,5,350902500000
350902500003,华侨新村社区,5,350902500000
350902500004,富春社区,5,350902500000
350902500005,大门山社区,5,350902500000
350902500006,兰溪社区,5,350902500000
350902500007,湖滨社区,5,350902500000
350902500008,新能源社区,5,350902500000
350902500009,亿利社区,5,350902500000
350902500010,万安社区,5,350902500000
350921000000,霞浦县,3,350900000000
350921001000,松城街道,4,350921000000
350921001001,龙津社区,5,350921001000
350921001002,西关社区,5,350921001000
350921001003,彩虹社区,5,350921001000
350921001004,城北社区,5,350921001000
350921001005,松兴社区,5,350921001000
350921001006,俊星社区,5,350921001000
350921001007,中乘社区,5,350921001000
350921001008,俊贤社区,5,350921001000
350921001009,万贤社区,5,350921001000
350921001010,集贤社区,5,350921001000
350921001011,龙贤社区,5,350921001000
350921001012,兴贤社区,5,350921001000
350921001200,青福村,5,350921001000
350921001201,玉潭村,5,350921001000
350921001202,涌山村,5,350921001000
350921001203,马洋村,5,350921001000
350921001204,宝清村,5,350921001000
350921001205,七宝洋村,5,350921001000
350921002000,松港街道,4,350921000000
350921002001,东关社区,5,350921002000
350921002002,东兴社区,5,350921002000
350921002003,东景社区,5,350921002000
350921002004,东阳社区,5,350921002000
350921002005,东昇社区,5,350921002000
350921002200,东关村,5,350921002000
350921002201,古岭下村,5,350921002000
350921002202,赤岸村,5,350921002000
350921002203,利埕村,5,350921002000
350921002204,松农村,5,350921002000
350921002205,松渔村,5,350921002000
350921002206,北岐村,5,350921002000
350921002207,青岐村,5,350921002000
350921002208,后岐村,5,350921002000
350921002209,塔下村,5,350921002000
350921002210,竹下村,5,350921002000
350921002211,下村,5,350921002000
350921002212,八斗坝村,5,350921002000
350921002213,佳湖村,5,350921002000
350921002214,章家衕村,5,350921002000
350921002215,江边村,5,350921002000
350921002216,桥头村,5,350921002000
350921002217,沙头村,5,350921002000
350921002218,小沙村,5,350921002000
350921002219,大沙村,5,350921002000
350921002220,长沙村,5,350921002000
350921002221,后港村,5,350921002000
350921002222,水坑村,5,350921002000
350921002223,利洋村,5,350921002000
350921002224,岭头村,5,350921002000
350921101000,长春镇,4,350921000000
350921101001,莲花山社区,5,350921101000
350921101201,洪江村,5,350921101000
350921101202,渔洋里村,5,350921101000
350921101203,渔洋垾村,5,350921101000
350921101204,秋竹岗村,5,350921101000
350921101205,长门村,5,350921101000
350921101206,武曲村,5,350921101000
350921101207,长春村,5,350921101000
350921101208,传胪村,5,350921101000
350921101209,祖厝村,5,350921101000
350921101210,长溪村,5,350921101000
350921101211,文岐村,5,350921101000
350921101212,武岐村,5,350921101000
350921101213,埕坞村,5,350921101000
350921101214,大京村,5,350921101000
350921101215,斗米村,5,350921101000
350921101216,蜘蛛网村,5,350921101000
350921101217,闾峡村,5,350921101000
350921101218,小京村,5,350921101000
350921101219,法华村,5,350921101000
350921101220,里城村,5,350921101000
350921101221,外城村,5,350921101000
350921101222,赤沙村,5,350921101000
350921101223,加竹村,5,350921101000
350921101224,亭下溪村,5,350921101000
350921101225,下洋城村,5,350921101000
350921101226,渔家地村,5,350921101000
350921101227,积石村,5,350921101000
350921102000,牙城镇,4,350921000000
350921102001,牙城社区,5,350921102000
350921102201,牙城村,5,350921102000
350921102202,前街村,5,350921102000
350921102203,西门村,5,350921102000
350921102204,洪山村,5,350921102000
350921102205,雉溪村,5,350921102000
350921102206,凤门村,5,350921102000
350921102207,渡头村,5,350921102000
350921102208,杨家溪村,5,350921102000
350921102209,茶坑村,5,350921102000
350921102210,凤阳村,5,350921102000
350921102211,凤江村,5,350921102000
350921102212,斗门村,5,350921102000
